"IDLOCALIDAD","IDESTADO","IDMUNICIPI","NOMBRE_LOCALIDAD","NUMERO_MAPA","ESCALA_MAPA","LATITUD_GRADOS","LATITUD_MINUTOS","LATITUD_SEGUNDOS","LONGITUD_GRADOS","LONGITUD_MINUTOS","LONGITUD_SEGUNDOS","MERCATOR_NORTE","MERCATOR_ESTE","LOCALIDAD","COORDENADA_N-S","COORDENADA_E-W","ELEVACION","IDPRECISION","COMENTARIOS","suma"
575.00,3.00,0.00,"Arroyo del Parral, Sierra de San Francisco","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
576.00,9.00,0.00,"Xochimilco","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
577.00,17.00,0.00,"Cerritos","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
578.00,16.00,0.00,"Tzintzuntzan","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
579.00,18.00,0.00,"San Blas, en las faldas del Cerro La Contaduría","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
580.00,15.00,0.00,"San Francisco Mazapa, cueva 5, grupo III","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
581.00,15.00,0.00,"San Francisco Mazapa","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
583.00,15.00,0.00,"hombre de Tepexpan","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
584.00,7.00,0.00,"Lobol","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
585.00,13.00,0.00,"Tepetitlán","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
586.00,26.00,0.00,"Opataría","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","Noreste del estado",1.00
587.00,26.00,22.00,"Cucurpe","ND","1:50,000",30.00,20.00,99.00,110.00,42.00,99.00,"ND","ND","ND","ND","ND",860.00,"ND","cerca de Cucurpe, sobre el río San Miguel, en la porción central del estado; sitio G:10:2",1.00
588.00,17.00,0.00,"La Nopalera","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
589.00,11.00,0.00,"Morales","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
590.00,9.00,0.00,"Terremote-Tlaltenco","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ref. 852: S de la Cuenca de México, el asentamiento en un islote cercano a la ribera del antiguo lago Chalco-Xochimilco; ref. 863: al poniente de Tlapacoya",1.00
591.00,30.00,0.00,"Mixtequilla","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
592.00,16.00,0.00,"Tres Cerritos","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
593.00,4.00,0.00,"Edificio de los Cinco Pisos, Edzná","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
594.00,7.00,0.00,"El Limonal","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
595.00,13.00,0.00,"Huapalcalco","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","en el valle de Tulancingo",1.00
596.00,9.00,0.00,"Guatemala # 90","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
597.00,15.00,0.00,"Unidad Habitacional Potrero La Laguna","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ref. 856 y 857: la localidad la cita como Coacalco (verificar que se ha asignado bien el nombre de la localidad)",1.00
598.00,23.00,0.00,"Xcaret","ND","ND",20.00,36.00,99.00,87.00,6.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
599.00,17.00,0.00,"Xochicalco","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
600.00,13.00,0.00,"Bomentzab","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
601.00,31.00,0.00,"Gruta ""Flor de Mayo""","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
602.00,15.00,0.00,"Chalco (Ch-Az-172, montículo 65)","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
603.00,8.00,0.00,"Los Moctezumas","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
604.00,12.00,0.00,"Chilpancingo","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","Colonia Temixco II",1.00
605.00,17.00,26.00,"Cueva de Chimalacatepec","E14-A79","1:50,000",18.00,27.00,42.00,99.00,5.00,30.00,"ND","ND","ND","ND","ND",1000.00,"ND","ND",1.00
606.00,18.00,8.00,"El Pantanal","ND","ND",21.00,25.00,99.00,104.00,50.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","14 Km SE de la ciudad de Tepic, siguiendo la carretera Federal No. 15 hacia Guadalajara y tomando la desviación que se encuentra a la altura de la pobalción de San Cayetano con rumbo al Aeropuerto de Tepic",1.00
607.00,7.00,0.00,"Don Martín","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
609.00,21.00,0.00,"Valle de Tehuacán","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
610.00,12.00,0.00,"San Luis La Loma","ND","ND",17.00,15.00,58.00,100.00,53.00,42.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
611.00,15.00,0.00,"Frente 2, Teotihuacán","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
612.00,32.00,23.00,"Las Ventanas","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
613.00,9.00,0.00,"El Japón","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
614.00,15.00,0.00,"Templo de Quetzalcóatl, Teotihuacán","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
616.00,21.00,0.00,"Tehuacán Viejo","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
618.00,15.00,0.00,"Tlalpizáhuac","ND","ND",19.00,19.00,20.00,98.00,56.00,30.00,"ND","ND","ND","ND","ND",9999.00,"ND","Altitud 2245 y 2280 msnm",1.00
620.00,33.00,0.00,"Punta San José","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
623.00,8.00,0.00,"Barranca de Busuchil (Basuchil)","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","cerca de Cd, Guerrero",1.00
624.00,8.00,0.00,"cerca de Cd. Juárez","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
625.00,5.00,0.00,"Monclova","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
626.00,5.00,0.00,"Rancho El Corte","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","al N de la capital",1.00
629.00,9.00,0.00,"Ladrillera La Moderna","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
630.00,9.00,0.00,"Colonia Vallejo","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
631.00,9.00,0.00,"Convento de San Diego","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
634.00,9.00,0.00,"Atzacoalco","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
635.00,9.00,0.00,"San Jerónimo y El Beltrán","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
638.00,15.00,0.00,"area de Zumpango de Ocampo","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
639.00,15.00,0.00,"Colonia México","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","NE de la colonia México, al S volcán Cerro de Chiconautla, a poca distancia de su falda",1.00
645.00,15.00,0.00,"area de localidades de Chimalhuacán","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
646.00,15.00,0.00,"Tzocuilco del Barrio de San Juan Xochitengo","ND","ND",19.00,25.00,99.00,98.00,56.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","N del cerro de Chimalhuacán",1.00
647.00,15.00,0.00,"Ejido Chimalhuacán","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
648.00,15.00,0.00,"San Miguel Tecamachalco","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
650.00,15.00,0.00,"Km 16.5, carretera México-Puebla","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
651.00,15.00,0.00,"aprox. Km 50 carretera México-Toluca","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","acueducto del Lerma en el Km 11 a partir del Almolaya (sic.) del Río y aproximadamente a 4 Km de Amomolulco",1.00
653.00,15.00,0.00,"Ixtapantongo (de Coatzingo?)","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
655.00,15.00,0.00,"Paraje Las Parotas","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","15 Km W Tlataya, Dto. Quetepec",1.00
656.00,15.00,0.00,"Ciudad Sátelite","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
657.00,15.00,0.00,"Ranchería Almoloya","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","unweit Ocoyoacas in dein Thale von Toluca, Edo. Mex.",1.00
658.00,15.00,0.00,"Totolcingo","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",2264.00,"ND","entre las cotas de nivel 2263 y 2265; cerca de 1 mi Totolzingo",1.00
659.00,12.00,0.00,"Nanacatla","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
660.00,11.00,0.00,"León","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
661.00,11.00,33.00,"San Luis de la Paz","F14-C35","1:50,000",21.00,17.00,48.00,100.00,30.00,36.00,"ND","ND","ND","ND","ND",2020.00,"ND","junto al ojo de agua",1.00
664.00,13.00,0.00,"Rancho de San Simón","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","Real del Monte",1.00
665.00,13.00,0.00,"Atotonilco El Grande","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
666.00,13.00,0.00,"Pachuca","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
669.00,14.00,0.00,"Centro Turístico Roca Azul, Jocotepec","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","aprox. 2 Km SE Jocotepec; 2 Km Jocotepec",1.00
672.00,14.00,0.00,"Ejutla","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","distrito de Acatlán de la Grande",1.00
673.00,16.00,0.00,"Ario de Rayón","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
674.00,10.00,0.00,"Santa Gertrudis","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
676.00,14.00,0.00,"rechte Unterkieferast wierde von unde-","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","-im staat Michoacan gesamment",1.00
677.00,17.00,0.00,"Palpan","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
679.00,20.00,0.00,"Cosoltepec","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
680.00,20.00,0.00,"Huajuapan","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
682.00,20.00,0.00,"Tlaxiaco","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
683.00,20.00,0.00,"Tehuantepec","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","cerca de Tehuantepec",1.00
686.00,20.00,0.00,"Rio Colorado en San Miguel Marcos Pérez","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","sobre el Rio Colorado, 300-500 m N-NW San Miguel Marcos Pérez, Distrito de Teposcolula; ref. 488 la menciona como 2 localidades diferentes, una a 300 y otra a 500",1.00
687.00,20.00,0.00,"Tepelmeme","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","Tamazulapan","ND","ND",9999.00,"ND","aprox. 25 Km al N-NE Tamazulapan",1.00
688.00,21.00,0.00,"San Pedro Candelaria","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","Cd. Serdan",1.00
690.00,21.00,0.00,"area de localidades de Valsequillo","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
692.00,21.00,0.00,"Huayatlaco","ND","ND",18.00,56.00,99.00,98.00,11.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","a 5.5 km S Totimehuacan. A la orilla de la presa de Valsequillo",1.00
693.00,21.00,0.00,"San Antonio Arenillas","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","cerca de Valsequillo; ref. original 730 (Guenther, 1968) no especifica claramente el estado; se suió a Barrios (1985;ref.548) para asignar la localidad en Puebla",1.00
694.00,21.00,0.00,"Puente de Atepetzingo","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
695.00,21.00,0.00,"Barranca Caulapan","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","Verificar en ref 730 que sea efectivamente estado de Puebla. ref 724 (Guenther, 1967) localidades en mapa",1.00
696.00,21.00,0.00,"San Baltazar Tetela","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
697.00,21.00,114.00,"San Francisco Totimehuacan","E14-5","1:250,000",18.00,51.00,54.00,98.00,10.00,54.00,"ND","ND","ND","ND","ND",2060.00,"ND","ND",1.00
698.00,21.00,0.00,"El Cerro del Oire","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
699.00,30.00,121.00,"Hacienda de Tamontao","F14-9","1:250,000",21.00,28.00,99.00,97.00,50.00,99.00,"ND","ND","ND","ND","ND",25.00,"ND","N sierra de Otontepec, zona faja de Oro, margen izquierdo del arroyo principal al N, a unos 4 Km del casco abandonado de la Hacienda Pitahaya",1.00
700.00,24.00,22.00,"Brechas coloradas","F14-A53","1:50,000",22.00,45.00,43.00,101.00,3.00,35.00,"ND","ND","ND","ND","ND",1700.00,"ND","ND",1.00
701.00,24.00,0.00,"Hacienda de La Tinaja","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","35 Km N-NE Cd. San Luis Potosí",1.00
704.00,28.00,0.00,"El Salitrillo","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","Villa Xicotencatl","5 Km N","ND",9999.00,"ND","aprox. 5 Km N Villa Xicotencatl",1.00
705.00,29.00,0.00,"Atlihuetzia","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","Cd. Tlaxcala","ND","ND",9999.00,"ND","aprox. 12 Km Cd. Tlaxcala",1.00
706.00,29.00,0.00,"Real del Monte","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
707.00,30.00,0.00,"Tlilapan","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","cerca de Orizaba, Veracruz",1.00
708.00,32.00,0.00,"Laguna del Salitre","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","S de la Laguna del Salitre, Mpio. de Villa Hidalgo, en una noria de 16 m de profundidad, Dto. de Pinos, Zac.",1.00
709.00,32.00,0.00,"Distrito de Pinos","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
711.00,33.00,0.00,"Tecota","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
713.00,14.00,0.00,"Colotlan","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","Guadalajara","180 Km SW","ND",9999.00,"ND","180 Km SW Guadalajara",1.00
714.00,13.00,0.00,"Tula","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
716.00,14.00,0.00,"Tecolatlan","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
717.00,9.00,0.00,"San Francisco Xocotitla","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
719.00,28.00,2.00,"Aldama","F14-B53","1:50,000",22.00,55.00,6.00,98.00,4.00,24.00,"ND","ND","ND","ND","ND",130.00,"ND","ND",1.00
720.00,15.00,0.00,"Tlapacoya III","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
721.00,21.00,0.00,"Rio Axamilpa","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","S del estado de Puebla",1.00
722.00,15.00,0.00,"Cueva del Pirul","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
723.00,13.00,0.00,"antigua ciudad de Tula","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
725.00,23.00,0.00,"Tulum","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
727.00,11.00,0.00,"Acámbaro","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
728.00,17.00,0.00,"Coatetelco","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
729.00,30.00,0.00,"Rancho El Retiro, Orizaba","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
730.00,14.00,0.00,"Región Valle de Atotonilco, Zacoalco y Sayula","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
731.00,16.00,0.00,"Acambay","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
732.00,22.00,0.00,"Vizarrón (Sierra Gorda)","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
733.00,9.00,0.00,"estación Tezozomoc","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
734.00,9.00,0.00,"Ticomán","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
735.00,19.00,0.00,"Cd. Anáhuac","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
736.00,5.00,0.00,"Nadadores","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
737.00,14.00,0.00,"Atotonilco","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","González-Quintanilla dice que hay mamut en Atotonilco: verificar que no se trate de una abreviación para Atotonilco El Bajo.",1.00
738.00,19.00,0.00,"Los Ramones","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
739.00,19.00,0.00,"General Bravo","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
740.00,19.00,14.00,"Dr. Arroyo","F14-A26","1:50,000",23.00,40.00,24.00,100.00,10.00,48.00,"ND","ND","ND","ND","ND",1720.00,"ND","ND",1.00
741.00,19.00,0.00,"China","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
742.00,19.00,0.00,"Monterrey","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","Fábrica Nacional de Autómoviles S. A.; N de la ciudad de Monterrey, aprox. 14 Km en el Km 6 de carretera a Colombia, en Gral. Escobedo, Nuevo León",1.00
743.00,19.00,0.00,"Sabinas Hidalgo","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
744.00,19.00,29.00,"Hualahuises","G14-C57","1:50,000",24.00,52.00,54.00,99.00,40.00,18.00,"ND","ND","ND","ND","ND",1960.00,"ND","ND",1.00
745.00,19.00,0.00,"San Nicolás de los Garza","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
749.00,9.00,0.00,"Calzada de Tlapan","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
750.00,9.00,0.00,"Batán","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
751.00,9.00,0.00,"San Jerónimo","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
753.00,15.00,0.00,"Chapingo","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
754.00,15.00,0.00,"Totolcingo y Tepexpan","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
756.00,15.00,0.00,"cerca de Tequixquiac","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
757.00,19.00,0.00,"Nuevo Leon","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
760.00,10.00,0.00,"Cruces","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","en el Valle Guadiana, a 6200 pies de Alt, está al este de la Laguna de Santiaguillo",1.00
763.00,9.00,0.00,"Distrito Federal","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
764.00,5.00,0.00,"Cueva Frightful","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","situada en Cuatro Ciénegas",1.00
766.00,33.00,0.00,"Tlapacoya","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","verificar que no sea la misma a la loc. 2 (Edo. Mex.) y 394 (del edo. de Puebla)",1.00
770.00,15.00,0.00,"cerca de Iztápan en la región de Tepexpan","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","Verificar que sea Santa Isabel Iztapan I",1.00
771.00,28.00,0.00,"Bancos del Río Panuco","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ND",1.00
775.00,21.00,0.00,"El Horno, Tetela","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",2040.00,"ND","ND",1.00
782.00,26.00,0.00,"Arroyo Chinobampo","ND","ND",999.00,99.00,99.00,999.00,99.00,99.00,"ND","ND","ND","ND","ND",9999.00,"ND","ref. 417, 846 y 847: a 25 Km del SE de Navojoa, Son.",1.00
783.00,15.00,7.00,"Rincon de Guadalupe","E14-A37","1:50,000",19.00,16.00,12.00,99.00,59.00,42.00,"ND","ND","ND","ND","ND",2420.00,"ND","cercano a Amanalco de Becerra",1.00
