"IDPUBLICACION","IDTIPOPUBLICACION","IDFUENTE","NO_AUTORES","AO_PUBLICACION","TITULO","NOMBRE_LIBRO-REVISTA","EDITOR_LIBRO","VOL_REVISTA","NUM_REVISTA","EDITORIAL/INSTITUCION","FECHA_PUBLICACION","LUGAR_PUBLICACION","PAG_ARTICULO","PAG_PUBLICACION","suma"
129.00,2.00,1.00,1.00,"1986","Fauna pleistocnica","Tlapacoya: 35000 aos de historia del Lago de Chalco","Lorenzo, Jos Luis y Mirambell, Lorena",0.00,"155","Coleccin Cientfica. serie Prehistoria, INAH","ND","ND","173-203","297",1.00
130.00,1.00,1.00,2.00,"1989","Variacin osteomtrica de marmosa (Didelphidae: Marsupialia) del Reciente y Pleistoceno de Yucatn, Mxico, con descipcin de una nueva especie. en: Homenaje a Jose Luis Lorenzo","Coleccin Cientfica","Mirambell, Lorena",0.00,"188","Instituto Nacional de Antropologa e Historia","ND","ND","333-345","ND",1.00
131.00,1.00,1.00,3.00,"1990","Identificacin de los restos oseos procedentes de las excavaciones de Tonina, Chiapas","Les Vestiges Zoologiques","ND",0.00,"ND","ND","ND","ND","1832-1846","ND",1.00
132.00,1.00,1.00,1.00,"1968","Estudios de los restos seos de Tepeapulco, Hidalgo. en: materiales para la Arqueologa de Teotihuacn.","Serie Investigaciones del Instituto Nacional de Antropologa e Historia","Lorenzo, Jos Luis",0.00,"17","Instituto Nacional de Antropologa e Historia","ND","ND","75-90","90",1.00
133.00,1.00,3.00,2.00,"1991","North American mammoths: an annotated bibliography 1940-1990","The Mammoth Site of Hot Springs, South Dakota, Scientific Papers","ND",2.00,"ND","The Mammoth Site of Hot Springs, South Dakota, Inc.","ND","ND","1-118","118",1.00
134.00,1.00,2.00,1.00,"1874","Mamfero fsil gigante","El Minero Mexicano","ND",2.00,"39","ND","ND","ND","483-","ND",1.00
135.00,1.00,1.00,1.00,"1964","Informe sobre un esqueleto de caballo (Equus caballus), que se encontr en la plaza de Las Tres Culturas en Tlatelolco, D.F.","Boletn (I Epoca)","ND",0.00,"17","Instituto Nacional de Antropologa e Historia","ND","ND","36-38","ND",1.00
136.00,1.00,3.00,1.00,"1946","Datos geolgicos sobre la antigedad del hombre en la Cuenca de Mxico","Memoria del 2 Congreso Mexicano de Ciencias Sociales","ND",5.00,"ND","ND","ND","ND","213-219","ND",1.00
137.00,1.00,2.00,2.00,"1948","La cueva Encantada de Chimalacatlan, Morelos","Boletn de la Sociedad Mexicana de Geografa y Estadstica","ND",66.00,"3","ND","ND","ND","483-491","ND",1.00
138.00,6.00,1.00,1.00,"1994","Taphonomy and paleoecology of San Josecito Cave, Nuevo Leon, Mexico","ND","ND",0.00,"ND","Graduade Faculty of Texas Tech University","1994","ND","ND","217",1.00
139.00,1.00,3.00,1.00,"1874","Sociedad de Geografa y Estadistica","El Minero Mexicano","ND",2.00,"46","ND","ND","ND","566-567","ND",1.00
140.00,1.00,1.00,2.00,"1990","Restos seos de mucilagos procedentes de las excavaciones de las Grutas de Loltn","Coleccin Cientfica","ND",0.00,"194","Instituto Nacional de Antropologa e Historia","ND","ND","1-103","103",1.00
141.00,1.00,1.00,1.00,"1956","The second mammoth and associated artifacts at Santa Isabel Iztapan, Mexico","American Antiquity","ND",22.00,"1","ND","ND","ND","12-28","ND",1.00
142.00,1.00,2.00,1.00,"1964","El sacro de Tequixquiac","Cuadernos del Museo Nacional del Antropologa","ND",0.00,"2","ND","ND","ND","9-44","ND",1.00
143.00,1.00,1.00,1.00,"1970","Informe parcial sobre los restos seos (no humanos) del proyecto Cholula, Puebla","Serie Investigaciones del Instituto Nacional de Antropologa e Historia","Marquina, Ignacio",0.00,"ND","Instituto Nacional de Antropologa e Historia","ND","ND","27-29","ND",1.00
144.00,1.00,1.00,1.00,"1886","Contestacin a las observaciones de la carta anterior","La Naturaleza, primera serie","ND",7.00,"ND","ND","ND","ND","286-288","ND",1.00
145.00,1.00,2.00,1.00,"1988","Quaternary evolution and biogeography of the large South American Canidae (Mammalia: Carnivora)","University of California Publications in Geological Sciences","ND",132.00,"ND","ND","ND","ND","ND","149",1.00
146.00,1.00,3.00,1.00,"1963","Two doves in the Pleistocene of Veracruz, Mxico","The Condor","ND",65.00,"4","ND","ND","ND","334-","ND",1.00
147.00,1.00,1.00,1.00,"1978","Late Pleistocene adaptations: a new look at Early peopling of the new word as of 1976","Journal of Antropological Research","ND",34.00,"4","The University of New Mexico","1978","ND","475-496","ND",1.00
148.00,1.00,1.00,1.00,"1972","Fauna fsil Pleistocnica en Jocotepec, Jalisco","Boletn (II Epoca)","ND",0.00,"3","Instituto Nacional de Antropologa e Historia","ND","ND","37-44","ND",1.00
149.00,1.00,3.00,1.00,"1879","Adelantos de la Paleontologa y Geologa del Valle de Mxico","El Minero Mexicano","ND",0.00,"ND","ND","ND","ND","484-485","ND",1.00
150.00,2.00,2.00,1.00,"1989","Mammalia","Fsiles Tipo Mexicanos","Perrilliat, Mara del Carmen y Carreo, Ana Luisa",0.00,"ND","Instituto de Geologa, Universidad Nacional Autnoma de Mxico","ND","ND","426-459","531",1.00
151.00,1.00,1.00,2.00,"1982","Eremotherium laurillardi Lund, 1842. Parte I. Determinaao especfica e dimorfismo sexual","Iheringia Sr Geol.","ND",0.00,"7","ND","ND","ND","45-63","ND",1.00
152.00,1.00,1.00,1.00,"1972","Imperial mammoth and Mexican Half-Ass from near Bindloss, Alberta","Canadian Journal of Earth Sciences","ND",9.00,"11","ND","ND","ND","1562-1567","ND",1.00
153.00,1.00,1.00,1.00,"1961","A Pleistocene record of Zalophus from Mexico","Journal of Mammalogy","ND",42.00,"4","ND","ND","ND","547-549","ND",1.00
154.00,1.00,1.00,1.00,"1893","Description of a lower jaw of Tetrabelodon sphepardii","Proceeding of the academy of Natural Sciences of Philadelphia","ND",0.00,"ND","ND","ND","ND","202-204","ND",1.00
155.00,1.00,1.00,1.00,"1893","A preliminary report on the vertebrate paleontology of the Llano Estacado","Fourth Annual Report of the Geological Survey of Texas","ND",0.00,"56","ND","ND","ND","1-87","ND",1.00
156.00,1.00,1.00,2.00,"1875","Descripcin de un mamfero fsil de especie desconocida, perteneciente al gnero Glyptodon","Boletn de la Sociedad de Geografa y Estadstica Tercera Epoca","ND",2.00,"ND","ND","ND","ND","354-362","ND",1.00
157.00,1.00,1.00,1.00,"1957","First record of Bison alleni from a Late Pleistocene deposit in Texas","The Texas Journal of Science","ND",9.00,"3","ND","ND","ND","345-354","ND",1.00
158.00,1.00,1.00,1.00,"1961","Sylvilagus cunicularius in the Pleistocene of Mexico","Journal of Mammalogy","ND",42.00,"3","ND","ND","ND","408-409","ND",1.00
159.00,1.00,1.00,1.00,"1964","A new Pleistocene local fauna from Motley County, Texas","Transactions of the Kansas Academy of Sciences","ND",67.00,"3","ND","ND","ND","449-505","ND",1.00
160.00,1.00,1.00,1.00,"1974","A new species of four-horned antilocaprid from Mexico","Journal of Mammalogy","ND",55.00,"1","ND","ND","ND","96-101","ND",1.00
161.00,1.00,1.00,1.00,"1974","The Mexican camel names, Palauchenia mexicana del Castillo and Palauchenia magna Owen","Journal of Paleontology","ND",48.00,"1","ND","ND","ND","196-198","ND",1.00
162.00,1.00,1.00,1.00,"1977","Equus tau Owen from the Pleistocene of Mitchell Country, Texas","The Texas Journal of Science","ND",29.00,"1-2","ND","ND","ND","ND","ND",1.00
163.00,1.00,1.00,1.00,"1980","The upper incisors of the giant horse, Asinus giganteus","The Texas Journal of Science","ND",32.00,"1","ND","ND","ND","37-41","ND",1.00
164.00,1.00,1.00,1.00,"1992","Problems in the nomenclature of North American Pleistocene camelids","Ann. Zool. Fennici","ND",28.00,"ND","ND","ND","ND","291-299","ND",1.00
165.00,1.00,1.00,2.00,"1980","Arctodus pristinus leidy in the Pleistocene of Aguascalientes, Mexico","Journal of Mammalogy","ND",61.00,"4","ND","ND","ND","724-725","ND",1.00
166.00,1.00,3.00,3.00,"1969","The mammal fauna of Schulze Cabe, Edwards County, Texas","Bulletin of the Florida State Museum, Biological Sciences","ND",13.00,"4","ND","ND","ND","205-276","ND",1.00
167.00,2.00,3.00,2.00,"1984","Late Pleistocene and early recent mammals from Fowlkes Cave, Southern Culberson Country, Texas","Contributions in Quaternary Vertebrate Paleontology: a volume in memmorial to John E. Guilday","Genoways, Hugh H. y Dawson, Mary R.",0.00,"8","Carnegie Museum of Natural History Special Publication","ND","ND","432-455","538",1.00
168.00,1.00,1.00,1.00,"1918","El Mammut o Elephas primegenius","Boletn de la Direccin de Estudios Biolgicos","ND",2.00,"3","ND","ND","ND","366-369","ND",1.00
169.00,1.00,1.00,1.00,"1927","Los restos fsiles de ""Elephas"" encontrados en terrenos de la Hacienda de Tepexpan, Estado de Mxico","Anales del Instituto Geolgico de Mxico","ND",2.00,"6-10","ND","1927","ND","201-202","ND",1.00
170.00,1.00,1.00,1.00,"1936","Estatigrafa de un yacimiento fosilifero encontrado en la colonia de ""Los Alamos"", D.F.","Boletn de la Sociedad Geolgica Mexicana","ND",9.00,"5","ND","ND","ND","289-293","ND",1.00
171.00,1.00,1.00,1.00,"1873","Elephas americana in Mexico","American Journal of Sciences and Arts. (Serie 3)","ND",6.00,"ND","ND","ND","ND","62-","ND",1.00
172.00,1.00,1.00,2.00,"1961","A new Pleistocene locality in the state of Oaxaca, Mexico","Journal of Mammalogy","ND",43.00,"3","ND","ND","ND","414-415","ND",1.00
173.00,7.00,1.00,1.00,"1958","Fossil vertebrates from Lago de Chapala, Jalisco","Congreso Geolgico Internacional XX sesin- Ciudad de Mxico. Seccin VII Paleontologa, Taxonoma y Evolucin","ND",0.00,"ND","ND","ND","ND","75-77","ND",1.00
174.00,1.00,1.00,1.00,"1882","Nota sobre un fsil de Arperos (estado de Guanajuato)","El Minero Mexicano","ND",9.00,"20","ND","ND","ND","233-235","ND",1.00
175.00,1.00,1.00,1.00,"1887","Platygonus alemanii, Nobis, fsil Cuaternario","La Naturaleza","ND",1.00,"ND","ND","ND","ND","16-18","ND",1.00
176.00,1.00,1.00,1.00,"1892","Felis fsil de San Juan de los Lagos","La Naturaleza","ND",2.00,"ND","ND","ND","ND","221-223","ND",1.00
177.00,1.00,1.00,1.00,"1896","Un megaterideo de los E.U. Mexicanos","Anales de la Academia Mexicana de Ciencias Exactas Fsicas y Naturales","ND",2.00,"ND","ND","ND","ND","201-203","ND",1.00
178.00,2.00,1.00,1.00,"1985","The fossil giant armadillos of North America (Pampatheriinae, Xenarthra=Edentata)","The Evolution and Ecology of Armadillos, Sloths, and Vermilinguas","Montgomery, G. Gene",0.00,"ND","Smithsonian Institution Press","ND","ND","83-93","451",1.00
179.00,1.00,1.00,1.00,"1987","Evolution of the genus Holmesina (Pampatheriidae, Mammalia) in Florida, whit remarks on taxomy and distribution","Pearce-Sellards Series","ND",0.00,"ND","Texas Memorial Museum, The University of Texas at Austin","ND","ND","1-20","ND",1.00
180.00,3.00,2.00,1.00,"1980","Les chevaux (Equus sensulato) fossiles et actuels: crnes et dents jugales suprieures","Cahiers de Paleontologie","ND",0.00,"ND","ND","ND","ND","ND","186",1.00
181.00,1.00,2.00,1.00,"1945","Los perros precolombinos de Amrica","El Hijo Prodigo","ND",7.00,"24","ND","ND","ND","143-146","ND",1.00
182.00,2.00,1.00,2.00,"1981","Mamferos sudamericanos en el Cenozoico Tardo de Mxico y su significacin paleontolgica","Anais do II Congresso Latino-Americano de Paleontologia","ND",2.00,"ND","ND","ND","ND","697-708","ND",1.00
183.00,2.00,1.00,1.00,"1986","Food procurement area and Preceramic diet at Guil Naquitz","Guil Naquitz, Archaic foraging and Early agriculture in Oaxaca, Mexico","Flannery, Kent V.",0.00,"ND","Academic Press","ND","Orlando","303-317","538",1.00
184.00,2.00,1.00,1.00,"1986","Artifacts of deer antler","Guil Naquitz, Archaic foraging and Early agriculture in Oaxaca, Mexico","Flannery, Kent V.",0.00,"ND","Academic Press","ND","Orlando","171-172","538",1.00
185.00,2.00,1.00,2.00,"1986","Comparing the Preceramic and modern microfauna","Guil Naquitz, Archaic foraging and Early agriculture in Oaxaca, Mexico","Flannery, Kent V.",0.00,"ND","Academic Press","ND","Orlando","239-246","538",1.00
186.00,2.00,1.00,2.00,"1986","Animal food remains from Preceramic Guil Naquitz","Guil Naquitz, Archaic foraging and Early agriculture in Oaxaca, Mexico","Flannery, Kent V.",0.00,"ND","Academic Press","ND","Orlando","285-295","538",1.00
187.00,2.00,3.00,1.00,"1986","Wild food resources of the Mitla Caves: productivity, seasonality, and annual variation","Guil Naquitz, Archaic foraging and Early agriculture in Oaxaca, Mexico","Flannery, Kent V.",0.00,"ND","Academic Press","ND","Orlando","255-264","538",1.00
188.00,1.00,1.00,1.00,"1946","The Pleistocene antelope, Stockoceros conklingi, from San Josecito Cave, Mexico","Carnegie Institution of Washington Publication (Contributions to Paleontology)","ND",0.00,"551","ND","ND","ND","1-7","ND",1.00
189.00,1.00,1.00,1.00,"1993","Eine eizeitliche Sugetierfauna aus Mina, N.L. (Mexiko)","Der Prparator","ND",39.00,"2","ND","ND","ND","67-72","ND",1.00
190.00,1.00,1.00,1.00,"1994","Eine Rancho-La-Brea-Fauna aus nordort- Mexiko (Bundesstaat Nuevo Len)","Natur und Museum","ND",124.00,"8","ND","ND","ND","241-258","ND",1.00
191.00,1.00,1.00,1.00,"1976","Excavaciones en el abrigo de Santa Marta, Chis. (1974)","Informes del Departamento de Prehistoria","ND",0.00,"ND","Instituto Nacional de Antropologa e Historia","ND","ND","102-116","ND",1.00
192.00,1.00,3.00,1.00,"1989","El hombre y los proboscideos de Amrica","Coleccin Cientfica","Mirambell, Lorena",0.00,"188","Instituto Nacional de Antropologa e Historia","ND","ND","41-79","ND",1.00
193.00,2.00,1.00,1.00,"1982","Anlisis del material zoolgico de las excavaciones en Tonin, Chis.","Tonina: une cit maya du Chiapas (Mexique)","Becquelin, Pierre y Baudez, Claude F.",6.00,"2","Recherche Sur les civilizations. Collection tudes Msoamericaines.","ND","Pars","1127-1142","549-1192",1.00
194.00,1.00,1.00,1.00,"1884","The extinct Mammalia of the Valley of Mexico","Proceeding of the American Philosophical","ND",22.00,"117","ND","ND","ND","1-21","ND",1.00
195.00,1.00,1.00,1.00,"1886","Los mamferos del Valle de Mxico ya extinguidos","Anales del Museo Nacional","ND",0.00,"ND","ND","ND","ND","325-344","ND",1.00
196.00,1.00,1.00,1.00,"1854","Huesos gigantes, encontrados en el territorio de Tlaxcala","La Ilustracin Mexicana","ND",4.00,"26","ND","ND","ND","713-716","ND",1.00
197.00,1.00,1.00,1.00,"1925","Notes on the ocurrence of mammalian remains in the Pleistocene of Mexico, with a description of a new species Capromeryx mexicana","University of California Publications in Geological Sciences","ND",15.00,"5","ND","ND","ND","137-152","ND",1.00
198.00,2.00,3.00,1.00,"1984","Who's who in the Pleistocene: a mammalian bestiary","Quaternary extinctions: a Prehistoric revolution","Martin, Paul S. & Klein, Richard G.",0.00,"ND","The University of Arizona Press","ND","Tucson, Arizona","40-89","892",1.00
199.00,1.00,1.00,1.00,"1966","Excavacin de un sitio Pleistocnico en Chimalhuacn, Edo. de Mxico.","Boletn (I Epoca)","ND",0.00,"25","Instituto Nacional de Antropologa e Historia","ND","ND","22-27","ND",1.00
200.00,1.00,1.00,1.00,"1977","Anlisis de los materiales arqueolgicos de la Cueva del Texcal, Puebla","Coleccin Cientfica","ND",0.00,"56","Instituto Nacional de Antropologa e Historia","ND","ND","80-82","94",1.00
201.00,1.00,2.00,1.00,"1942","The Late Cenozoic vertebrate faunas from the San Pedro Valley, Ariz.","Proceeding of the National Museum","ND",92.00,"3155","Smithsonian Institution Press","ND","ND","475-518","ND",1.00
202.00,1.00,1.00,1.00,"1901","Tooth characters and revision of the North American species of the genus Equus","Bulletin of the American Museum of Natural History","ND",14.00,"ND","The American Museum of Natural History","ND","ND","91","ND",1.00
203.00,2.00,2.00,2.00,"1984","Coevolutionary disequilibrium and Pleistocene extinctions","Quaternary extinctions: a Prehistoric revolution","Martin, Paul S. & Klein, Richard G.",0.00,"ND","The University of Arizona Press","ND","Tucson, Arizona","223-249","ND",1.00
204.00,1.00,1.00,2.00,"1973","Investigaciones geolgicas y paleontolgicas en Mxico durante los aos de 1965 a1969","Comunicaciones","ND",0.00,"7","ND","ND","ND","19-20","ND",1.00
205.00,1.00,1.00,2.00,"1980","Hallazgo de un esqueleto de mamut en Chiconcuac, Mxico","Boletn (III Epoca)","ND",0.00,"29","Instituto Nacional de Antropologa e Historia","ND","ND","13-22","ND",1.00
206.00,1.00,1.00,1.00,"1982","Un hallazgo de megafauna en la zona arqueolgica de Teotihuacn","Coleccin Cientfica (Memoria del Proyecto Arqueolgico Teotihuacan 80-82)","Cabrera Castro, Rubn, Rodrguez G., Ignacio y Morales G., Noel",1.00,"132","Instituto Nacional de Antropologa e Historia","ND","ND","387-395","ND",1.00
207.00,1.00,1.00,1.00,"1986","Arqueologa del rea de Las Cuarentas Casas, Chihuahua","Coleccin Cientfica","ND",0.00,"151","Instituto Nacional de Antropologa e Historia","ND","ND","1-212","212",1.00
208.00,1.00,2.00,1.00,"1961","Plecotus from the Pennsylvania Pleistocene","Journal of Mammalogy","ND",42.00,"3","ND","ND","ND","402-403","ND",1.00
209.00,1.00,2.00,1.00,"1962","The Pleistocene local fauna of the natural Chimneys, August County, Virginia","Annals of Carnegie Museum","ND",36.00,"ND","ND","ND","ND","87-122","ND",1.00
210.00,1.00,2.00,2.00,"1967","Extrict Florida spectacled bear Tremarctos floridanus (Gidley) from Central Tennessee","The National Speleological Society Bulletin","ND",29.00,"4","ND","ND","ND","149-162","ND",1.00
211.00,1.00,2.00,1.00,"1959","A Pleistocene vampire bat from Florida","Journal of Mammalogy","ND",40.00,"4","ND","ND","ND","534-538","ND",1.00
212.00,1.00,1.00,1.00,"1986","Excavaciones de huesos de mamut en Mina y La Ascensin,  Nuevo Len","Actas Facultad de Ciencias Tierra U.A.N.L. Linares","ND",0.00,"1","ND","ND","ND","78-82","ND",1.00
213.00,3.00,2.00,1.00,"1985","Late Pleistocene vertebrate paleoecology of the west","ND","ND",0.00,"ND","University of Texas Press","ND","Austin","ND","ND",1.00
214.00,2.00,1.00,1.00,"1925","Extinct proboscideans of Mexico","The Pan-American Geologist","Keyes, Charles",44.00,"ND","Geological Publishing Company Des Moine, Iowa","ND","ND","21-37","ND",1.00
215.00,1.00,1.00,1.00,"1967","Muestras del C14 de Tlapacoya, Estado de Mxico","Boletn (I Epoca)","ND",0.00,"29","Instituto Nacional de Antropologa e Historia","ND","ND","49-52","ND",1.00
